effect,priority,shield_time,effect_point_type,icon_pro,object,para1,damage,skill_effect_type,rate,skill_anim,effect_num_des,scale,name,attached_skill,des,icon,id,health_enable,effect_des,level,group,trigger,shield,cost,effect_num,type2,power,cure,anger,status,effect_path,type,type_des,object_num
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","500|600|700|900|1100","2","","","35070|35072","0","160140","","163082","skill_icon_1004",100153,"","500%;250%|600%;300%|700%;350%|900%;400%|1100%;600%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",2,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35130","0","160034","","163013","skill_icon_1001",100154,"","10%|15%|20%|25%|50%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35001|35005","0","160036","","163002","skill_icon_1002",100155,"","50;50|60;60|70;70|100;100|150;150","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35005|35066","0","160138","","163024","skill_icon_1003",100156,"","50;5%|60;7%|70;9%|100;15%|150;30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35105","0","160034","","163033","skill_icon_1004",100157,"","6%|6%|6%|6%|6%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1004",1,"","","","","","","0","","","","skill_icon_1004",100158,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100159,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",100160,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100161,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100162,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",1,"","","","","","","0","","","","skill_icon_1004",100163,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100164,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",100165,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100166,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100167,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"30074;30085|30074;30085|30074;30085|30074;30085|30074;30085","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30074|30085","0","160070","","163060","skill_icon_1001",100168,"","10%;10%|15%;15%|20%;20%|25%;25%|30%;30%","5","","","","2|3|4|5","10;10|15;15|20;20|25;25|30;30","","0|0|0|0|0","","","","",1,"163087","1"
"30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30109","0","164007","","164005","skill_icon_1001",100169,"","10%|20%|30%|40%|50%","5","","","","2|3|4|5","10|20|30|40|50","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35000|35004","0","160048","","163000","skill_icon_1002",100170,"","10;10|15;15|20;20|25;25|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35103","0","160046","","163044","skill_icon_1003",100171,"","5%|5%|5%|5%|5%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100172,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","","35099|35103","0","160066","","163127","skill_icon_1004",100173,"","10%;10%|14%;14%|18%;18%|24%;24%|30%;30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","600034;600038","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30109","0","164008","","164005","skill_icon_1001",100174,"","15%|30%|45%|60%|75%","5","","","","2|3|4|5","15|30|45|60|75","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35001|35005","0","160058","","163002","skill_icon_1002",100175,"","10;10|15;15|20;20|25;25|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35100","0","160098","","163016","skill_icon_1003",100176,"","5%|7%|9%|15%|30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35124","0","160064","","163028","skill_icon_1004",100177,"","10%|10%|10%|10%|10%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","500|600|700|900|1100","2","","","35070","0","160168","","163008","skill_icon_1004",100178,"","500%|600%|700%|900%|1100%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35131","0","160098","","163014","skill_icon_1001",100179,"","10%|15%|20%|25%|50%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35002|35006","0","160130","","163003","skill_icon_1002",100180,"","50;50|60;60|70;70|100;100|150;150","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35132|35103","0","160066","","163025","skill_icon_1003",100181,"","10%;10%|15%;15%|20%;20%|25%;25%|50%;50%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35071","0","160024","","163030","skill_icon_1004",100182,"","1%|1%|1%|1%|1%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100183,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100184,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",100185,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",100186,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100187,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","","35000|35004","0","160164","","163000","skill_icon_1004",100188,"","5;5|10;10|15;15|20;20|25;25","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",2,"163087","1"
"30092;30064|30092;30064|30092;30064|30092;30064|30092;30064","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30092|30064","0","160070","","163062","skill_icon_1001",100189,"","10%;10%|15%;15%|20%;20%|25%;25%|30%;30%","5","","","","2|3|4|5","10;10|15;15|20;20|25;25|30;30","","0|0|0|0|0","","","","",1,"163087","1"
"30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","30109","0","164006","","164005","skill_icon_1002",100190,"","3%|6%|9%|12%|15%","5","","","","2|3|4|5","3|6|9|12|15","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40020","0","160046","","163047","skill_icon_1003",100191,"","5%|5%|5%|5%|5%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100192,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","500|600|700|900|1100","2","","VFX_pve_skill_timeline","35070","0","160152","","163005","skill_icon_1004",100193,"","500%|600%|700%|900%|1100%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"73|73|73|73|73","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","73","0","160030","","163069","skill_icon_1001",100194,"","100|200|300|500|1000","5","","","","2|3|4|5","100|200|300|500|1000","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35000|35004","0","160190","","163000","skill_icon_1002",100195,"","10;10|15;15|20;20|25;25|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35099","0","160098","","163015","skill_icon_1003",100196,"","5%|7%|9%|15%|30%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35098","0","160134","","163029","skill_icon_1004",100197,"","30%|30%|30%|30%|30%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"30063|30063|30063|30063|30063","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","","30063","0","160142","","163063","skill_icon_1004",100198,"","5%|10%|15%|20%|25%","5","","","","2|3|4|5","5|10|15|20|25","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",2,"163087","1"
"30076;30065|30076;30065|30076;30065|30076;30065|30076;30065","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30076|30065","0","160130","","163061","skill_icon_1001",100199,"","10%;10%|15%;15%|20%;20%|25%;25%|50%;50%","5","","","","2|3|4|5","10;10|15;15|20;20|25;25|30;30","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35000|35004","0","160046","","163000","skill_icon_1002",100200,"","10;10|15;15|20;20|25;25|30;30","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35103","0","160058","","163044","skill_icon_1003",100201,"","5%|5%|5%|5%|5%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",100202,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","300|350|400|500|600","2","","","35070","0","160058","","163005","skill_icon_1004",100203,"","300%|350%|400%|500%|600%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",11,"150165","1"
"30063|30063|30063|30063|30063","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30063","0","160090","","163063","skill_icon_1001",100204,"","20%|40%|60%|80%|100%","5","","","","2|3|4|5","20|40|60|80|100","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35000|35004","0","160048","","163000","skill_icon_1002",100205,"","10;10|15;15|20;20|25;25|50;50","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40010","0","160072","","163076","skill_icon_1003",100206,"","20%|40%|60%|80%|100%","5","","","","2|3|4|5","20|40|60|80|100","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35075","0","160022","","163050","skill_icon_1004",100207,"","50%|50%|50%|50%|50%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35125","0","160088","","163070","skill_icon_1001",100208,"","20%|30%|40%|50%|100%","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"163087","1"
"31007;73|31007;73|31007;73|31007;73|31007;73","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","31007|73","0","160076","","163067","skill_icon_1001",100209,"","10%;200|10%;200|10%;200|10%;200|10%;200","5","","","","2|3|4|5","10;200|10;200|10;200|10;200|10;200","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","40010","0","160072","","163076","skill_icon_1002",100210,"","20%|40%|60%|80%|100%","5","","","","2|3|4|5","20|40|60|80|100","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40010","0","160072","","163076","skill_icon_1003",100211,"","20%|40%|60%|80%|100%","5","","","","2|3|4|5","20|40|60|80|100","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010","","","1","UIPVEHeroAppear_img_skill_1001",0,"","","2","","","40010","0","160072","","163076","skill_icon_1001",100212,"","5%|10%|15%|20%|25%","5","","","","2|3|4|5","5|10|15|20|25","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/hero/Jiangjun/VFX_jiangjun_attack.prefab",2,"163087","1"
"30092;30064|30092;30064|30092;30064|30092;30064|30092;30064","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","30092|30064","0","160052","","163062","skill_icon_1002",100213,"","10%;10%|15%;15%|20%;20%|25%;25%|30%;30%","5","","","","2|3|4|5","10;10|15;15|20;20|25;25|30;30","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35000|35004","0","160048","","163000","skill_icon_1003",100214,"","5;5|10;10|15;15|20;20|25;25","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35116","0","160076","","163048","skill_icon_1004",100215,"","10%|10%|10%|10%|10%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",1,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",100216,"","","5","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","700|770|840|910|980|1050|1120|1190|1260|1330","2","","","35070|35072","0","160140","","163082","skill_icon_1004",9100153,"","700%;150%|770%;200%|840%;250%|910%;300%|980%;350%|1050%;400%|1120%;450%|1190%;500%|1260%;550%|1330%;600%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35130","0","160034","","163013","skill_icon_1001",9100154,"","5%|10%|15%|20%|25%|30%|35%|40%|45%|50%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35001|35005","0","160036","","163002","skill_icon_1002",9100155,"","15;50|30;60|45;70|60;100|75;150|90;50|105;60|120;70|135;100|150;150","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35005|35066","0","160138","","163024","skill_icon_1003",9100156,"","15;5%|30;7%|45;9%|60;15%|75;30%|90;5%|105;7%|120;9%|135;15%|150;30%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35105","0","160034","","163033","skill_icon_1004",9100157,"","6%|6%|6%|6%|6%|6%|6%|6%|6%|6%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1004",1,"","","","","","","0","","","","skill_icon_1004",9100158,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",9100159,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",9100160,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",9100161,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",9100162,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",1,"","","","","","","0","","","","skill_icon_1004",9100163,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",9100164,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",9100165,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",9100166,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",9100167,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"35000|35000|35000|35000|35000|35000|35000|35000|35000|35000","","","1","UIPVEHeroAppear_img_skill_1001",0,"","","2","","VFX_pve_skill_timeline","35000","0","160208","","163201","skill_icon_020",9100168,"","2.5%|3%|3.5%|4%|4.5%|5%|5.5%|6%|6.5%|7%","10","","","","2|3|4|5","1|2|3|4|5|6|7|8|9|10","","0|0|0|0|0","","","","",2,"163087","1"
"30109|30109|30109|30109|30109|30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","30109","0","164007","","164005","skill_icon_007",9100169,"","5%|10%|15%|20%|25%|30%|35%|40%|45%|50%","10","","","","2|3|4|5","5|10|15|20|25|30|35|40|45|50","","0|0|0|0|0","","","","",1,"163087","1"
"31009|31009|31009|31009|31009|31009|31009|31009|31009|31009","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","31009","0","160164","","163243","skill_icon_034",9100170,"","1|2|3|4|5|6|7|8|9|10","10","","","","2|3|4|5","1|2|3|4|5|6|7|8|9|10","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35103","0","160046","","163044","skill_icon_1003",9100171,"","5%|5%|5%|5%|5%|5%|5%|5%|5%|5%","1","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",9100172,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","3|3|3|3|3|3|3|3|3|3","1","UIPVEHeroAppear_img_skill_1002",0,"","","2","","","35072","0","160056","","163011","skill_icon_1002",9100173,"","120%|140%|160%|180%|200%|220%|240%|260%|280%|300%","10","","","100|120|140|160|180|200|220|240|260|280","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"30109|30109|30109|30109|30109|30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30109","0","164008","","164005","skill_icon_007",9100174,"","7.5%|15%|22.5%|30%|37.5%|45%|52.5%|60%|67.5%|75%","10","","","","2|3|4|5","7.5|15|22.5|30|37.5|45|52.5|60|67.5|75","","0|0|0|0|0","","","","",1,"163087","1"
"31000|31000|31000|31000|31000|31000|31000|31000|31000|31000","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","31000","0","163213","","163216","skill_icon_016",9100175,"","2%|4%|6%|8%|10%|12%|14%|16%|18%|20%","10","","","","2|3|4|5","2|4|6|8|10|12|14|16|18|20","","0|0|0|0|0","","","","",1,"163087","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"160056","","2","","VFX_pve_skill_timeline","35000","0","160066","","163258","skill_icon_031",9100176,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","","","0|0|0|0|0","","","600046","",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35124","0","160064","","163028","skill_icon_1004",9100177,"","10%|10%|10%|10%|10%|10%|10%|10%|10%|10%","1","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","700|770|840|910|980|1050|1120|1190|1260|1330","2","","","35070","0","160168","","163008","skill_icon_1004",9100178,"","700%|770%|840%|910%|980%|1050%|1120%|1190%|1260%|1330%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35131","0","160098","","163014","skill_icon_1001",9100179,"","5%|10%|15%|20%|25%|30%|35%|40%|45%|50%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","35002|35006","0","160130","","163003","skill_icon_1002",9100180,"","15;50|30;60|45;70|60;100|75;150|90;50|105;60|120;70|135;100|150;150","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35132|35103","0","160066","","163025","skill_icon_1003",9100181,"","5%;10%|10%;15%|15%;20%|20%;25%|25%;50%|30%;10%|35%;15%|40%;20%|45%;25%|50%;50%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35071","0","160024","","163030","skill_icon_1004",9100182,"","1%|1%|1%|1%|1%|1%|1%|1%|1%|1%","1","","","","2|3|4|5","","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",9100183,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",9100184,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",9100185,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",9100186,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",9100187,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"31000|31000|31000|31000|31000|31000|31000|31000|31000|31000","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","31000","0","163210","","163216","skill_icon_013",9100188,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","1|2|3|4|5|6|7|8|9|10","","0|0|0|0|0","","","","",1,"163087","1"
"35000|35000|35000|35000|35000|35000|35000|35000|35000|35000","","","1","UIPVEHeroAppear_img_skill_1003",0,"","","2","","VFX_pve_skill_timeline","35000","0","160018","","163201","skill_icon_020",9100189,"","0.5%|1%|1.5%|2%|2.5%|3%|3.5%|4%|4.5%|5%","10","","","","2|3|4|5","0.5|1|1.5|2|2.5|3|3.5|4|4.5|5","","0|0|0|0|0","","","","",2,"163087","1"
"30109|30109|30109|30109|30109|30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","30109","0","164006","","164005","skill_icon_007",9100190,"","1.5%|3%|4.5%|6%|7.5%|9%|10.5%|12%|13.5%|15%","10","","","","2|3|4|5","1.5|3|4.5|6|7.5|9|10.5|12|13.5|15","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40020","0","160046","","163047","skill_icon_1003",9100191,"","5%|5%|5%|5%|5%|5%|5%|5%|5%|5%","1","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",9100192,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","",1,"","300|330|360|390|420","2","","","35070|35000","0","160000","100002","160001","skill_icon_1001",900001,"","300%;+80|330%;+90|360%;+100|390%;+110|420%;+120","5","","","","","","","200|300|400|500|600","","","","Assets/_Art/Effect/prefab/scene/VFX_Longjuanfeng.prefab",11,"150165","1"
"","","","","",0,"","","","","","","0","","","","skill_icon_1002",900002,"","","5","","","","","","","200|300|400|500|600","","","600001","",14,"150163","1"
"40103|40103|40103|40103|40103|40103|40103|40103|40103|40103","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40103","0","163229","","163237","skill_icon_028",9100195,"","3%|6%|9%|12%|15%|18%|21%|24%|27%|30%","10","","","","2|3|4|5","3|6|9|12|15|18|21|24|27|30","","0|0|0|0|0","","","","",2,"163087","1"
"35100|35100|35100|35100|35100|35100|35100|35100|35100|35100","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","VFX_pve_skill_timeline","35100","0","163293","","163290","skill_icon_1004",9100196,"0;50|0;50|0;50|0;50|0;50","3%|6%|9%|12%|15%|18%|21%|24%|27%|30%","10","","","","2|3|4|5","3|6|9|12|15|18|21|24|27|30","","0|0|0|0|0","","","","",16,"163087","1"
"35237|35237|35237|35237|35237|35237|35237|35237|35237|35237","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","VFX_pve_skill_timeline","35237","0","163296","","163299","skill_icon__024",9100197,"","5%|5%|5%|5%|5%|5%|5%|5%|5%|5%","1","","","","2|3|4|5","5|5|5|5|5|5|5|5|5|5","11","0|0|0|0|0","","","","",2,"163088","1"
